Cultivar,H_Max,H_Max_unscaled,H_over_R,H_over_V,H_over_V_40,H_over_V_60,Leaf_angle_0,Leaf_angle_1,Leaf_angle_2,Leaf_angle_3,Leaf_angle_count,Main_leaf_angle,R_Max,R_Max_unscaled,R_over_V,R_over_V_40,R_over_V_60,Ring Diameter,Scale,V_100,V_100_unscaled,V_40,V_40_unscaled,V_60,V_60_over_V_40,V_60_unscaled,V_over_V_40,V_over_V_60,plane_projection_area,plane_projection_area_unitless
Wheat_Gladius_B3_2023-06-27-2257_fused_output_cluster_3,26.31731225,0.873119389,2.645276959,0.239912048,0.586455875,0.412888323,26.49508823,,,,1,26.49508823,9.948792756,0.330067287,0.090694491,0.221699234,0.412888323,,30.14171097,109.6956674,0.004005768,44.87517879,0.001638711,63.73954111,1.420374087,0.002327583,2.444461959,1.720998701,,
Wheat_Gladius_B3_2023-06-27-2257_fused_output_cluster_4,21.01689565,0.697269497,1.8768217,0.252358363,0.574374837,0.421800323,21.98915875,13.44353586,,,2,13.44353586,11.19813121,0.37151611,0.134460489,0.30603591,0.421800323,,30.14171097,83.28194639,0.003041215,36.59090599,0.001336194,49.82664668,1.361722137,0.001819525,2.276028541,1.6714339,,
Wheat_Gladius_B4_2023-06-27-2235_fused_output_cluster_1,27.90509402,0.945788286,2.973813992,0.215482875,0.531538739,0.363826376,20.81853633,18.79079074,,,2,18.79079074,9.383604386,0.318038818,0.072460105,0.17873974,0.363826376,,29.50458832,129.5002861,0.005041991,52.49870234,0.002043995,76.6989308,1.460968126,0.002986212,2.466733087,1.688423616,,
Wheat_Gladius_B4_2023-06-27-2235_fused_output_cluster_2,24.44551464,0.828532646,3.642719032,0.166832089,0.578190046,0.338162175,30.17411918,18.77800717,,,2,18.77800717,6.710787856,0.227448958,0.04579878,0.158724854,0.338162175,,29.50458832,146.527654,0.005704938,42.27937652,0.001646114,72.28932278,1.70980106,0.002814527,3.465700443,2.026961221,,
Wheat_Gladius_B4_2023-06-27-2235_fused_output_cluster_3,27.12494954,0.919346823,5.147394927,0.315323949,0.719735088,0.443542979,18.44129639,12.06787462,,,2,12.06787462,5.269646089,0.178604291,0.061258938,0.139825115,0.443542979,,29.50458832,86.02248455,0.003349217,37.6874075,0.001467329,61.15517733,1.622695255,0.002381028,2.282525922,1.406626361,,
Wheat_Gladius_B4_2023-06-27-2235_fused_output_cluster_4,24.69196392,0.83688556,1.863692629,0.175518618,0.447921959,0.315309577,20.36265382,15.90982965,,,2,15.90982965,13.24894649,0.449046987,0.094177878,0.240341112,0.315309577,,29.50458832,140.6800272,0.005477265,55.12559363,0.002146271,78.31022495,1.420578352,0.003048946,2.551991152,1.796445193,,
Wheat_Gladius_B4_2023-06-27-2235_fused_output_cluster_5,26.78813752,0.907931242,1.668066405,0.110482852,0.305387318,0.231262196,19.45483285,15.31904403,,,2,15.31904403,16.05939514,0.544301617,0.066234085,0.183078633,0.231262196,,29.50458832,242.46421,0.009440151,87.71856571,0.003415253,115.8344856,1.320524163,0.004509924,2.764115077,2.09319538,,
Wheat_Gladius_B5_2023-06-27-2212_fused_output_cluster_1,26.79994656,0.891355993,3.84176797,0.284975148,0.66007817,0.452883127,19.70781055,10.81312179,,,2,10.81312179,6.975940963,0.232017134,0.074178126,0.171816251,0.452883127,,30.06649056,94.04310066,0.003460021,40.60117084,0.001493793,59.17629732,1.457502237,0.002177206,2.316265731,1.589202179,,
Wheat_Gladius_B5_2023-06-27-2212_fused_output_cluster_2,28.20468269,0.938076981,6.17307425,0.280897742,0.54750546,0.409392332,16.58504846,11.12558487,,,2,11.12558487,4.568984844,0.151962692,0.045503704,0.088692512,0.409392332,,30.06649056,100.4090757,0.003694237,51.5148884,0.001895329,68.89401806,1.337361299,0.002534739,1.949127308,1.457442584,,
Wheat_Gladius_B5_2023-06-27-2212_fused_output_cluster_3,28.50193722,0.947963553,3.691901548,0.157794773,0.796885166,0.248548869,25.20859279,16.62791678,,,2,16.62791678,7.720123857,0.256768373,0.042740786,0.215846808,0.248548869,,30.06649056,180.626625,0.00664559,35.7666806,0.001315923,114.673373,3.206150839,0.004219047,5.050136662,1.575140071,,
Wheat_Gladius_B5_2023-06-27-2212_fused_output_cluster_4,18.76788867,0.624212814,1.89560428,0.092770859,0.210398473,0.163000816,29.78249633,23.15239902,,,2,23.15239902,9.900741875,0.329294896,0.048939992,0.110992824,0.163000816,,30.06649056,202.3037068,0.00744313,89.2016393,0.003281895,115.1398447,1.290781713,0.004236209,2.267937096,1.757026052,,
Wheat_Gladius_B5_2023-06-27-2212_fused_output_cluster_5,23.17475875,0.77078363,2.06094022,0.180056837,0.405997992,0.311649871,27.56875082,20.54878829,,,2,20.54878829,11.24475059,0.373996113,0.087366356,0.196996491,0.311649871,,30.06649056,128.7080186,0.004735408,57.08096886,0.002100115,74.36152215,1.302737561,0.002735899,2.254832411,1.730841636,,
Wheat_Gladius_B6_2023-06-27-2029_fused_output_cluster_0,27.338137,0.918545087,2.704254299,0.268921902,1.921622789,0.58792181,21.18097113,12.52381303,,,1,21.18097113,10.10930703,0.339666683,0.099444014,0.710592487,0.58792181,,29.76243342,101.6582761,0.003856004,14.22658868,0.000539629,46.49961361,3.268500599,0.001763778,7.145653709,2.186217653,,
Wheat_Gladius_B6_2023-06-27-2029_fused_output_cluster_1,26.95051922,0.905521361,4.387721918,0.24742932,0.491158614,0.375741504,24.59918846,18.30374935,,,2,18.30374935,6.14225781,0.206376197,0.056391295,0.111939321,0.375741504,,29.76243342,108.9220921,0.004131528,54.87131537,0.002081326,71.72622391,1.307171578,0.00272065,1.985046128,1.518581157,,
Wheat_Gladius_B6_2023-06-27-2029_fused_output_cluster_2,24.60878094,0.826840352,3.258318442,0.329832189,1.382077229,0.578300326,21.74289911,13.51608195,,,2,13.51608195,7.552601556,0.253762905,0.101227733,0.424168863,0.578300326,,29.76243342,74.61000399,0.002830035,17.8056482,0.000675387,42.55363488,2.389895296,0.001614103,4.190243631,1.753316825,,
Wheat_Gladius_B8_2023-06-27-2143_fused_output_cluster_1,25.87033996,0.858419821,2.649307623,0.106205525,0.270667927,0.198567152,28.97024671,19.56038742,,,2,19.56038742,9.764943764,0.324016665,0.04008803,0.102165534,0.198567152,,30.1371652,243.5875159,0.008899136,95.57962853,0.003491871,130.2850937,1.363105253,0.004759787,2.548529635,1.869649926,,
Wheat_Gladius_B8_2023-06-27-2143_fused_output_cluster_2,26.27014013,0.871685839,2.042568326,0.236800881,0.542066421,0.390496932,29.62914578,15.67366534,,,2,15.67366534,12.86132748,0.426759697,0.115932905,0.265384719,0.390496932,,30.1371652,110.9376793,0.004052956,48.46295424,0.001770528,67.27361462,1.388145144,0.002457749,2.289123332,1.649051859,,
Wheat_Gladius_B8_2023-06-27-2143_fused_output_cluster_3,23.53699412,0.780995623,2.029705983,0.14140438,0.280851322,0.209593477,24.02989827,,,,1,24.02989827,11.59625794,0.384782638,0.06966742,0.138370446,0.209593477,,30.1371652,166.4516622,0.006081083,83.80588686,0.003061733,112.298314,1.339981214,0.004102665,1.98615716,1.482227616,,
Wheat_Gladius_B8_2023-06-27-2143_fused_output_cluster_4,27.32687834,0.906750126,2.636161297,0.143827862,0.292286475,0.219557002,29.31040815,14.21168881,,,2,14.21168881,10.36616324,0.343966102,0.054559583,0.110875793,0.219557002,,30.1371652,189.9971111,0.006941284,93.49347542,0.003415656,124.4637066,1.331255534,0.004547111,2.032196474,1.526526216,,
Wheat_Gladius_B8_2023-06-27-2143_fused_output_cluster_5,26.36727563,0.874908952,3.338444635,0.135300607,0.351056969,0.260637479,26.22619795,18.45862024,,,2,18.45862024,7.898071861,0.262070829,0.040528037,0.105155846,0.260637479,,30.1371652,194.8792123,0.007119645,75.10825303,0.002743977,101.164559,1.346916683,0.003695908,2.594644456,1.926358541,,
Wheat_Gladius_B9_2023-06-27-2128_fused_output_cluster_1,24.01730111,0.811991295,1.63104908,0.182502279,0.512614716,0.334139405,28.01065246,,,,1,28.01065246,14.7250634,0.497833759,0.111892574,0.31428528,0.334139405,,29.57827411,131.6000063,0.005085544,46.85253925,0.001810567,71.87808674,1.534134284,0.002777653,2.80881268,1.830877981,,
Wheat_Gladius_B9_2023-06-27-2128_fused_output_cluster_2,22.83630104,0.772063338,1.446958793,0.139032922,0.553935603,0.370804528,22.65792825,19.44904083,,,2,19.44904083,15.78227462,0.533576589,0.096086304,0.38282749,0.370804528,,29.57827411,164.2510331,0.006347309,41.22555203,0.001593118,61.58582041,1.493874973,0.002379919,3.984204577,2.667026793,,
Wheat_Gladius_B9_2023-06-27-2128_fused_output_cluster_3,23.00289243,0.777695559,1.516678586,0.148649459,0.626929145,0.297276827,22.92457303,19.17614359,,,2,19.17614359,15.16662307,0.512762273,0.098009862,0.413356627,0.297276827,,29.57827411,154.745887,0.005979992,36.69137512,0.0014179,77.37869335,2.108906878,0.002990218,4.217500339,1.999851384,,
Wheat_Gladius_B9_2023-06-27-2128_fused_output_cluster_4,29.45292254,0.995762039,3.362538819,0.175437523,0.376251707,0.289721278,28.35016787,15.92005006,,,2,15.92005006,8.759132346,0.296133991,0.052174126,0.111895127,0.289721278,,29.57827411,167.8826859,0.00648765,78.27983761,0.003025042,101.6595079,1.298667843,0.003928525,2.144647856,1.651421391,,
Wheat_Gladius_B9_2023-06-27-2128_fused_output_cluster_5,21.9052345,0.740585283,1.340707129,0.135516427,0.352765532,0.258950129,27.16157818,8.410614709,,,2,8.410614709,16.33856793,0.552384087,0.101078322,0.26311901,0.258950129,,29.57827411,161.6426504,0.006246511,62.09573362,0.002399624,84.59248338,1.362291392,0.003268988,2.60312007,1.910839403,,
Wheat_Gladius_B7_2023-06-27-2047_fused_output_cluster_0,22.56256688,0.736897298,2.023133964,0.071691865,0.174005404,0.119532915,25.32882332,24.11625673,,,2,24.11625673,11.15228516,0.364235543,0.035436044,0.086007851,0.119532915,,30.61833304,314.7158586,0.010964126,129.6658974,0.004517323,188.7560996,1.455711203,0.006575918,2.427128989,1.667314907,,
Wheat_Gladius_B7_2023-06-27-2047_fused_output_cluster_1,22.06072745,0.720507136,1.650790936,0.221175012,0.908644872,0.529665081,16.23080976,,,,1,16.23080976,13.36373187,0.436461771,0.133981237,0.55043001,0.529665081,,30.61833304,99.74330868,0.003474875,24.27871233,0.000845826,41.65033385,1.715508355,0.001451022,4.108261894,2.394778132,,
Wheat_Gladius_B7_2023-06-27-2047_fused_output_cluster_3,22.06223592,0.720556403,1.386279743,0.14394578,0.465721288,0.34084868,24.74637181,14.15757786,,,2,14.15757786,15.91470699,0.519777056,0.103836026,0.335950439,0.34084868,,30.61833304,153.2676814,0.005339566,47.37218692,0.00165036,64.72736215,1.366357907,0.002254983,3.235393832,2.3678963,,
Wheat_Gladius_B7_2023-06-27-2047_fused_output_cluster_4,28.60564367,0.934265221,4.695026661,0.258941751,0.516702628,0.387993784,21.20539218,16.52564545,,,1,21.20539218,6.092754256,0.198990397,0.055152349,0.110053183,0.387993784,,30.61833304,110.4713458,0.00384862,55.36190861,0.001928708,73.72706692,1.33172914,0.002568516,1.995439618,1.498382485,,
Wheat_Gladius_B7_2023-06-27-2047_fused_output_cluster_5,25.81247721,0.843039926,1.445742334,0.119845217,0.383366833,0.247940238,16.66035584,,,,1,16.66035584,17.85413389,0.58311907,0.082895281,0.265169543,0.247940238,,30.61833304,215.381788,0.007503508,67.33101292,0.002345689,104.1076568,1.546206604,0.003626921,3.198849663,2.06883715,,
Wheat_Gladius_B7_2023-06-27-2047_fused_output_cluster_6,22.95906468,0.749846984,1.51690669,0.130178108,0.306498156,0.238803977,25.36434217,4.014012166,,,1,25.36434217,15.13544955,0.494326374,0.085818138,0.20205472,0.238803977,,30.61833304,176.366557,0.006144289,74.90767633,0.002609647,96.14188578,1.283471741,0.003349408,2.354452383,1.834440375,,
Wheat_Chara_A0_2023-06-27-1536_fused_output_cluster_0,20.03079521,0.867531138,1.638215229,0.07875792,0.151428586,0.129496534,22.06130634,23.49615215,,,2,23.49615215,12.22720608,0.529558707,0.048075441,0.092435098,0.129496534,,23.08942506,254.3337253,0.020661631,132.2788237,0.010746102,154.6820948,1.169364003,0.012566105,1.922709306,1.644235072,,
Wheat_Chara_A0_2023-06-27-1536_fused_output_cluster_2,15.98023091,0.692101725,2.403426526,0.130999665,1.167102744,0.293357437,67.13003574,13.63582671,,,2,13.63582671,6.648936733,0.287964586,0.054505375,0.48559951,0.293357437,,23.08942506,121.9868076,0.009909997,13.6922229,0.001112332,54.47358378,3.978432442,0.004425339,8.909204046,2.239375477,,
Wheat_Chara_A0_2023-06-27-1536_fused_output_cluster_3,23.39406583,1.013193952,1.506566786,0.128768198,0.294959158,0.223420213,34.85602368,21.00764149,,,2,21.00764149,15.52806423,0.672518445,0.085471284,0.195782331,0.223420213,,23.08942506,181.6758034,0.014759027,79.3128988,0.006443242,104.7088152,1.32019907,0.008506363,2.29062115,1.735057388,,
Wheat_Chara_A1_2023-06-27-1507_fused_output_cluster_1,13.56661438,0.469367844,0.961370878,0.073689203,1.145050956,0.257540344,86.07238006,53.74352574,,,1,86.07238006,14.11173844,0.488227649,0.07665013,1.19106058,0.257540344,,28.90401328,184.1058633,0.007624181,11.84804424,0.00049065,52.67762774,4.446103229,0.002181483,15.53892436,3.494953573,,
Wheat_Chara_A1_2023-06-27-1507_fused_output_cluster_6,24.67802749,0.853792421,5.335557169,0.226639397,1.041872357,0.322260936,33.00090728,19.38512319,,,2,19.38512319,4.625201588,0.160019356,0.042477175,0.195269645,0.322260936,,28.90401328,108.8867505,0.004509211,23.68622925,0.000980893,76.57778141,3.233008539,0.003171234,4.597048747,1.421910487,,
Wheat_Chara_A1_2023-06-27-1507_fused_output_cluster_7,24.82655468,0.858931057,4.578944068,0.151546618,0.278016512,0.225867171,24.08459778,27.6292472,,,2,27.6292472,5.421895159,0.18758278,0.033096412,0.060716293,0.225867171,,28.90401328,163.8212388,0.006784155,89.29884958,0.003698038,109.9166141,1.230884995,0.00455186,1.834527987,1.490413803,,
Wheat_Chara_A1_2023-06-27-1507_fused_output_cluster_8,17.1198825,0.592301226,3.146941652,0.39202599,3.809964149,0.858403935,23.80514481,,,,1,23.80514481,5.440165212,0.188214874,0.124573644,1.21068789,0.858403935,,28.90401328,43.67027426,0.001808471,4.493449761,0.000186082,19.94385371,4.438428104,0.000825914,9.718651945,2.18966078,,
Wheat_Chara_A1_2023-06-27-1507_fused_output_cluster_9,14.11339756,0.48828505,1.133093537,0.119706259,0.617895862,0.389401639,28.52862533,,,,1,28.52862533,12.45563328,0.430930928,0.105645523,0.545317613,0.389401639,,28.90401328,117.9002474,0.004882478,22.84106178,0.000945893,36.24380626,1.586782901,0.001500926,5.161767369,3.252976426,,
Wheat_Chara_A2_2023-06-27-1433_fused_output_cluster_0,20.429809,0.774526345,1.880279252,0.102666416,0.210326672,0.173609715,25.16101372,20.29276814,,,2,20.29276814,10.86530577,0.411920912,0.054601685,0.111859274,0.173609715,,26.37716475,198.9921314,0.010843053,97.13370523,0.005292802,117.676646,1.211491374,0.006412184,2.048641416,1.691007844,,
Wheat_Chara_A2_2023-06-27-1433_fused_output_cluster_1,23.55719192,0.893090373,2.351764495,0.143988562,0.552715143,0.237408753,13.21864266,22.37949457,,,2,22.37949457,10.01681587,0.379753319,0.061225757,0.235021468,0.237408753,,26.37716475,163.6046053,0.008914791,42.62085488,0.002322404,99.2262989,2.328116111,0.005406827,3.838604498,1.648802858,,
Wheat_Chara_A2_2023-06-27-1433_fused_output_cluster_2,23.68419887,0.897905408,4.988410861,0.139207261,0.67407951,0.192418807,30.57572162,25.70515287,,,2,25.70515287,4.74784446,0.179998287,0.027906134,0.135129108,0.192418807,,26.37716475,170.1362316,0.009270699,35.1356161,0.001914535,123.0867152,3.503189324,0.006706977,4.842272613,1.382246908,,
Wheat_Chara_A3_2023-06-27-1356_fused_output_cluster_1,8.782757842,0.304674759,5.745376795,0.596890423,1.211267585,0.832197973,,,,,0,,1.528665248,0.053029552,0.103890562,0.210824743,0.832197973,,28.82666707,14.7141879,0.000614261,7.250881597,0.000302697,10.5536881,1.455504129,0.000440576,2.029296397,1.394222357,,
Wheat_Chara_A3_2023-06-27-1356_fused_output_cluster_2,7.71698407,0.267702959,0.697427124,0.121080613,0.284602296,0.173203795,45.44786654,22.73854923,54.69095619,,3,54.69095619,11.06493252,0.38384363,0.173610416,0.408074601,0.173203795,,28.82666707,63.73426658,0.002660662,27.11497479,0.001131947,44.55435894,1.643164313,0.001859974,2.350519116,1.430483304,,
Wheat_Chara_A3_2023-06-27-1356_fused_output_cluster_3,26.03237431,0.903065701,4.051294022,0.066738386,0.135121247,0.103376846,26.30293414,19.20093623,,,2,19.20093623,6.425693659,0.222907964,0.01647335,0.033352614,0.103376846,,28.82666707,390.0659872,0.016283763,192.6593697,0.008042792,251.8201634,1.307074573,0.010512529,2.024640628,1.548986316,,
Wheat_Chara_A3_2023-06-27-1356_fused_output_cluster_4,22.54989809,0.782258248,2.790932881,0.146125372,0.488835801,0.226821432,25.73405546,28.54356263,,,2,28.54356263,8.079699172,0.280285583,0.052357179,0.1751514,0.226821432,,28.82666707,154.3188408,0.006442222,46.12980068,0.001925743,99.41696357,2.155157016,0.004150278,3.345317744,1.552238524,,
Wheat_Chara_A4_2023-06-27-1810_fused_output_cluster_1,27.20109573,0.928440061,5.138187932,0.19731645,0.373725894,0.293917125,21.69174624,20.65677856,,,2,20.65677856,5.293908299,0.180694064,0.038401953,0.07273496,0.293917125,,29.29763254,137.855185,0.005481829,72.7835458,0.002894247,92.54682153,1.27153494,0.003680136,1.894043268,1.489572334,,
Wheat_Chara_A4_2023-06-27-1810_fused_output_cluster_2,22.72577264,0.775686316,2.605507858,0.164758366,0.874576257,0.302066265,19.5940212,10.12822096,,,1,19.5940212,8.722204607,0.297710219,0.063234646,0.33566441,0.302066265,,29.29763254,137.9339522,0.005484962,25.98489551,0.001033293,75.23439492,2.895312583,0.002991706,5.308235786,1.833389534,,
Wheat_Chara_A4_2023-06-27-1810_fused_output_cluster_4,13.53386129,0.461943854,1.995374195,0.548953682,1.718245857,1.188896908,33.40957903,,,,1,33.40957903,6.782618178,0.231507381,0.275113151,0.861114603,1.188896908,,29.29763254,24.65392205,0.000980366,7.876556915,0.000313212,11.38354486,1.445243777,0.000452668,3.130037949,2.165750858,,
Wheat_Chara_A4_2023-06-27-1810_fused_output_cluster_8,17.39802983,0.593837397,3.012198622,0.419641011,0.952661628,0.634887361,27.84363065,,,,1,27.84363065,5.775857444,0.19714417,0.139313858,0.316267865,0.634887361,,29.29763254,41.45931729,0.001648635,18.26254918,0.000726213,27.40333308,1.5005207,0.001089697,2.270182376,1.512929729,,
Wheat_Chara_A4_2023-06-27-1810_fused_output_cluster_9,27.40020088,0.935236007,2.433924004,0.141688753,0.239908265,0.196004485,12.94127003,25.52967769,,,2,25.52967769,11.25762384,0.384250291,0.058214124,0.098568511,0.196004485,,29.29763254,193.3830335,0.007689902,114.2111584,0.004541622,139.7937443,1.223993752,0.005558917,1.693206129,1.383345402,,
Wheat_Chara_A5_2023-06-27-2004_fused_output_cluster_0,26.20743553,0.898801739,3.845428748,0.14730195,0.332766651,0.217595578,19.56018659,23.12404613,,,2,23.12404613,6.81521808,0.233732517,0.038305729,0.086535644,0.217595578,,29.15819406,177.9164193,0.007176855,78.75619573,0.003176895,120.4410297,1.529289583,0.004858392,2.259078383,1.477207724,,
Wheat_Chara_A5_2023-06-27-2004_fused_output_cluster_2,27.05919767,0.928013498,3.038087921,0.159107523,0.371248773,0.22785895,30.07034589,23.81449943,,,2,23.81449943,8.906653911,0.305459724,0.052370941,0.122198166,0.22785895,,29.15819406,170.0686248,0.006860288,72.88696864,0.00294014,118.7541576,1.629292037,0.004790347,2.333320043,1.432106701,,
Wheat_Chara_A5_2023-06-27-2004_fused_output_cluster_3,18.73672536,0.642588678,1.900267055,0.158222178,0.434777687,0.292230121,22.00659203,22.93610755,,,2,22.93610755,9.860048517,0.338157037,0.083263128,0.228798203,0.292230121,,29.15819406,118.4203475,0.004776881,43.09495618,0.001738379,64.11633856,1.487792174,0.002586347,2.747893443,1.846960544,,
Wheat_Chara_A5_2023-06-27-2004_fused_output_cluster_5,26.77925847,0.918412794,6.1661846,0.240887871,1.281758502,0.372990786,25.2386353,10.91367512,,,2,10.91367512,4.342921954,0.148943448,0.039065952,0.20786898,0.372990786,,29.15819406,111.1689782,0.004484373,20.89259282,0.000842773,71.79603222,3.436434761,0.002896134,5.320975677,1.548400027,,
Wheat_Chara_A5_2023-06-27-2004_fused_output_cluster_6,27.46339311,0.941875654,6.593515794,0.235392049,0.452612953,0.354765227,22.43979849,14.67977104,,,2,14.67977104,4.165212304,0.142848775,0.035700536,0.068645161,0.354765227,,29.15819406,116.6708616,0.00470631,60.67743513,0.002447628,77.4128664,1.2758098,0.003122707,1.922804768,1.507124939,,
Wheat_Chara_A6_2023-06-27-1618_fused_output_cluster_1,24.23267252,0.856412872,4.483593676,0.103654667,0.417933479,0.164837468,36.09425555,19.37192495,,,2,19.37192495,5.404743219,0.191010367,0.023118658,0.09321395,0.164837468,,28.29554917,233.782745,0.010319486,57.98212813,0.002559409,147.0094925,2.535427678,0.006489198,4.031979379,1.590256119,,
Wheat_Chara_A6_2023-06-27-1618_fused_output_cluster_2,24.25538291,0.857215485,3.654327444,0.129983231,0.339127265,0.216178423,22.02291033,21.96863035,,,2,21.96863035,6.637441029,0.234575445,0.035569673,0.092801554,0.216178423,,28.29554917,186.6039384,0.00823695,71.52295147,0.00315712,112.200758,1.568737806,0.004952693,2.609007802,1.66312547,,
Wheat_Chara_A6_2023-06-27-1618_fused_output_cluster_3,24.0810586,0.851054647,6.66262211,0.276321428,1.134920915,0.437463797,21.93186781,15.67080686,,,2,15.67080686,3.614351557,0.127735692,0.041473375,0.170341481,0.437463797,,28.29554917,87.14871949,0.003846862,21.21827016,0.000936603,55.04697476,2.594319628,0.002429848,4.107249028,1.583170008,,
Wheat_Chara_A7_2023-06-27-1654_fused_output_cluster_1,23.02725897,0.794214669,2.50370404,0.135375443,0.263633265,0.206055836,18.11668529,14.53096347,,,2,14.53096347,9.197276757,0.317215876,0.054070066,0.105297296,0.206055836,,28.99374674,170.0992323,0.006978938,87.34580196,0.003583678,111.7525204,1.279426348,0.004585052,1.947423098,1.522106451,,
Wheat_Chara_A7_2023-06-27-1654_fused_output_cluster_10,20.12232763,0.694023019,2.313951852,0.130827251,0.239184413,0.192841995,32.08719071,19.26312217,,,2,19.26312217,8.696087438,0.299929758,0.05653845,0.103366201,0.192841995,,28.99374674,153.808381,0.006310547,84.12892543,0.003451694,104.3461909,1.240312893,0.004281181,1.828246114,1.474020084,,
Wheat_Chara_A7_2023-06-27-1654_fused_output_cluster_11,17.10601261,0.589989723,1.761054234,0.268551702,0.570310589,0.432076068,25.42722839,28.72505611,,,2,28.72505611,9.713506989,0.335020757,0.15249485,0.323846125,0.432076068,,28.99374674,63.69727878,0.002613412,29.9942048,0.001230621,39.59028024,1.319930983,0.001624335,2.123652859,1.608912046,,
Wheat_Chara_A7_2023-06-27-1654_fused_output_cluster_12,23.22238536,0.800944616,2.184819467,0.097999861,0.234915466,0.173259294,19.4702796,16.05025265,,,2,16.05025265,10.62897219,0.366595331,0.044854901,0.107521683,0.173259294,,28.99374674,236.9634509,0.009722285,98.85422078,0.004055853,134.0325523,1.355860693,0.005499172,2.397099982,1.767954476,,
Wheat_Chara_A7_2023-06-27-1654_fused_output_cluster_2,25.09803628,0.865636184,2.962878202,0.071340876,0.375400596,0.109109045,26.93495076,18.50160975,,,2,18.50160975,8.470829566,0.29216057,0.024078234,0.126701326,0.109109045,,28.99374674,351.8044304,0.014434053,66.85667678,0.002743038,230.0270918,3.440600144,0.009437696,5.262068762,1.529404331,,
Wheat_Chara_A8_2023-06-27-1724_fused_output_cluster_10,30.36859528,1.004102078,5.762177063,0.223082987,0.410090077,0.328331472,28.0063098,14.09384611,,,2,14.09384611,5.270333582,0.174257415,0.038715052,0.071169295,0.328331472,,30.24452987,136.1313817,0.004920596,74.05347498,0.002676732,92.49370799,1.249012393,0.003343272,1.838284858,1.471790727,,
Wheat_Chara_A8_2023-06-27-1724_fused_output_cluster_7,25.35755191,0.83841779,1.432622104,0.065433261,0.120609902,0.103130251,22.74533236,20.34722877,,,2,22.74533236,17.70009819,0.585233041,0.045673776,0.084188218,0.103130251,,30.24452987,387.5330601,0.014007746,210.2443613,0.007599479,245.8788919,1.169491017,0.008887523,1.843250671,1.576113578,,
Wheat_Chara_A8_2023-06-27-1724_fused_output_cluster_8,26.87011788,0.888429015,3.599023828,0.165195574,0.42701166,0.297761825,22.99166738,20.8634041,,,2,20.8634041,7.465946091,0.246852774,0.045900106,0.118646522,0.297761825,,30.24452987,162.6564036,0.005879368,62.92595821,0.002274518,90.24030487,1.434071207,0.00326182,2.584885606,1.802480653,,
Wheat_Chara_A8_2023-06-27-1724_fused_output_cluster_9,16.28806929,0.538545957,1.193745938,0.081505096,0.156006418,0.12490907,26.64588349,30.83316602,,,2,30.83316602,13.64450239,0.45113951,0.068276752,0.130686449,0.12490907,,30.24452987,199.8411164,0.007223444,104.4064051,0.003773867,130.3994125,1.248959893,0.004713409,1.914069508,1.532530804,,
