Cultivar,H_Max,H_Max_unscaled,H_over_R,H_over_V,H_over_V_40,H_over_V_60,Leaf_angle_0,Leaf_angle_1,Leaf_angle_2,Leaf_angle_3,Leaf_angle_count,Main_leaf_angle,R_Max,R_Max_unscaled,R_over_V,R_over_V_40,R_over_V_60,Ring Diameter,Scale,V_100,V_100_unscaled,V_40,V_40_unscaled,V_60,V_60_over_V_40,V_60_unscaled,V_over_V_40,V_over_V_60,plane_projection_area,plane_projection_area_unitless
Wheat_Chara_A9_2023-06-27-1843_fused_output_cluster_0,23.75637966,0.814026831,2.404943067,0.185365975,0.397484053,0.262353584,18.51631841,20.81243658,,,2,20.81243658,9.878146383,0.338480708,0.077077074,0.165277947,0.262353584,,29.18377963,128.1593329,0.005156151,59.76687488,0.002404562,90.55100087,1.515070029,0.003643079,2.144320464,1.415327624,,
Wheat_Chara_A9_2023-06-27-1843_fused_output_cluster_2,25.5159711,0.874320305,1.791024404,0.083428331,0.16594881,0.121853194,32.71691795,17.58055404,,,2,17.58055404,14.24657924,0.488167723,0.046581348,0.092655806,0.121853194,,29.18377963,305.8429991,0.012304782,153.7580841,0.006186049,209.3992809,1.361874936,0.008424625,1.989118172,1.460573302,,
Wheat_Chara_A9_2023-06-27-1843_fused_output_cluster_3,24.75070846,0.848098114,4.995525273,0.22874615,0.407444736,0.328398029,30.37323531,21.02406186,,,2,21.02406186,4.954575768,0.169771559,0.04579021,0.081561941,0.328398029,,29.18377963,108.2016394,0.004353206,60.74617312,0.002443961,75.36801766,1.240703962,0.003032232,1.781209151,1.435643961,,
Wheat_Alsen_F0_2023-06-30-1949_fused_output_cluster_1,23.38490318,0.740063795,1.517055424,0.031214466,0.09712311,0.058292838,34.40711933,37.08346948,31.62158631,32.84643893,4,32.84643893,15.41466634,0.487829109,0.020575693,0.064020805,0.058292838,,31.5984964,749.1687699,0.02374545,240.7758888,0.007631567,401.162541,1.666124224,0.012715139,3.111477539,1.867494328,,
Wheat_Alsen_F0_2023-06-30-1949_fused_output_cluster_2,25.63365397,0.811230181,1.957848159,0.038909612,0.317134682,0.214354602,43.05729747,46.08482483,31.81193312,25.40074998,4,25.40074998,13.09276914,0.414347853,0.019873662,0.161981245,0.214354602,,31.5984964,658.8000369,0.020881148,80.82892044,0.002561932,119.5852745,1.479486226,0.003790342,8.150548508,5.509039803,,
Wheat_Alsen_F0_2023-06-30-1949_fused_output_cluster_3,22.74634478,0.71985529,1.904623192,0.095639039,0.451896682,0.190181619,48.21089955,41.27694424,33.30457945,,3,33.30457945,11.94270073,0.377951551,0.050214152,0.237263036,0.190181619,,31.5984964,237.8353555,0.007538365,50.33527728,0.001595413,119.6032767,2.376132271,0.003790913,4.725023251,1.988535449,,
Wheat_Alsen_F0_2023-06-30-1949_fused_output_cluster_4,25.99363717,0.822622597,1.592326636,0.016503077,0.148365559,0.050547264,54.24082376,42.50208429,49.38913391,,3,49.38913391,16.32431223,0.516616741,0.010364128,0.09317533,0.050547264,,31.5984964,1575.078203,0.049923252,175.1999408,0.00555309,514.2441957,2.935184758,0.016299345,8.990175434,3.062899332,,
Wheat_Alsen_F0_2023-06-30-1949_fused_output_cluster_5,24.14873464,0.764236827,1.755424654,0.044237763,0.178695037,0.071592316,55.30703922,33.41916898,37.83414422,,3,37.83414422,13.75663409,0.435357237,0.025200605,0.101795902,0.071592316,,31.5984964,545.8850735,0.017302225,135.1393698,0.004283341,337.3090314,2.496008616,0.010691256,4.039422963,1.618352972,,
Wheat_Alsen_F1_2023-06-30-1901_fused_output_cluster_1,18.50464259,0.572821289,1.166060529,0.035117816,0.184965663,0.130293527,29.00519313,62.09365169,62.09365169,,2,62.09365169,15.8693671,0.491244901,0.030116633,0.15862441,0.130293527,,32.30439049,526.9303294,0.015630344,100.0436638,0.002967597,142.0227311,1.419607457,0.004212823,5.267003521,3.710183049,,
Wheat_Alsen_F1_2023-06-30-1901_fused_output_cluster_2,27.84740365,0.862031545,1.734347335,0.05214337,0.183898709,0.145653239,41.1433904,28.05261992,37.87863542,,3,37.87863542,16.05641678,0.497035125,0.030065125,0.10603338,0.145653239,,32.30439049,534.0545483,0.01584167,151.4279451,0.00449181,191.1897311,1.262578919,0.005671265,3.526789907,2.793322346,,
Wheat_Alsen_F1_2023-06-30-1901_fused_output_cluster_3,26.3237282,0.814865342,1.235587434,0.028476777,0.394755532,0.192163011,77.58270529,52.00669109,,,2,52.00669109,21.30462602,0.659496301,0.023047157,0.319488141,0.192163011,,32.30439049,924.3928081,0.027420281,66.68362077,0.001978037,136.9864474,2.054274285,0.004063432,13.86236676,6.748060306,,
Wheat_Alsen_F2_2023-06-30-1925_fused_output_cluster_1,27.03335985,0.853882346,1.535794021,0.062719794,0.170914386,0.124038532,26.77521166,41.81847787,,,2,41.81847787,17.60220412,0.555987544,0.040838676,0.11128731,0.124038532,,31.65934978,431.0179946,0.013582804,158.1690137,0.004984429,217.9432426,1.377913647,0.006868113,2.725046989,1.977661658,,
Wheat_Alsen_F2_2023-06-30-1925_fused_output_cluster_2,21.02778295,0.664188718,4.272725726,0.171922117,0.589636492,0.51216026,29.25621072,23.14019948,,,2,23.14019948,4.921397792,0.15544848,0.040237106,0.13800008,0.51216026,,31.65934978,122.3099352,0.003854391,35.66228214,0.001123837,41.05703743,1.151273418,0.001293843,3.429672132,2.979024861,,
Wheat_Alsen_F2_2023-06-30-1925_fused_output_cluster_3,25.34542189,0.800566723,1.678369415,0.060074648,0.185725697,0.111372503,31.62992034,28.32028336,,,2,28.32028336,15.10121769,0.476990772,0.03579346,0.110658414,0.111372503,,31.65934978,421.8987971,0.013295428,136.4669632,0.004300526,227.5734241,1.667608179,0.007171592,3.091581926,1.853901872,,
Wheat_Alsen_F2_2023-06-30-1925_fused_output_cluster_4,24.95473033,0.788226243,1.992054351,0.060330115,0.278009533,0.140306725,33.22881991,29.21285854,21.92343447,,3,21.92343447,12.52713327,0.395685109,0.030285376,0.139559211,0.140306725,,31.65934978,413.6363764,0.013035052,89.76213907,0.002828702,177.8584053,1.981441252,0.005604907,4.608138584,2.325649866,,
Wheat_Alsen_F2_2023-06-30-1925_fused_output_cluster_5,27.25147208,0.860771692,1.68404492,0.04853058,0.103000289,0.073124812,19.38754107,40.13860848,37.8746781,24.95277409,4,24.95277409,16.18215272,0.511133451,0.028817865,0.061162436,0.073124812,,31.65934978,561.5319728,0.017695731,264.5766557,0.008337686,372.6706596,1.408554578,0.011744086,2.122379132,1.506778058,,
Wheat_Alsen_F3_2023-06-30-2040_fused_output_cluster_2,26.34877455,0.821762663,1.754988318,0.037206922,0.149491131,0.085347043,27.12576627,29.97552625,40.03004941,,3,40.03004941,15.01364669,0.468243951,0.021200667,0.085180699,0.085347043,,32.06372804,708.1686135,0.021482985,176.2564397,0.005346911,308.7251031,1.751567793,0.009365477,4.017831149,2.293848497,,
Wheat_Alsen_F3_2023-06-30-2040_fused_output_cluster_3,25.54895113,0.796817859,1.296607571,0.074900095,0.273739584,0.161850025,21.2373033,37.74785834,40.68720469,,3,40.68720469,19.70445932,0.614540496,0.057766202,0.211119841,0.161850025,,32.06372804,341.1070611,0.010347815,93.33305301,0.002831349,157.8557136,1.691316297,0.004788707,3.654729488,2.160878775,,
Wheat_Alsen_F3_2023-06-30-2040_fused_output_cluster_4,23.74893927,0.740679289,1.17168314,0.017033843,0.288635834,0.056005836,65.25103125,31.72903038,45.27782908,,3,45.27782908,20.26907998,0.632149822,0.014537926,0.246342909,0.056005836,,32.06372804,1394.220856,0.042295048,82.2799407,0.002496042,424.0440133,5.153674269,0.012863788,16.94484517,3.287915434,,
Wheat_Alsen_F3_2023-06-30-2040_fused_output_cluster_5,25.80270964,0.804732051,1.163201345,0.036169551,0.068365013,0.057183961,34.52251531,43.24613366,37.34278534,,3,37.34278534,22.1824964,0.691825242,0.031094833,0.058773155,0.057183961,,32.06372804,713.3820739,0.02164114,377.4256518,0.011449575,451.2228475,1.195527769,0.013688285,1.890126097,1.580997234,,
Wheat_Alsen_F3_2023-06-30-2040_fused_output_cluster_6,30.4928698,0.951008247,1.600401822,0.032710726,0.214541114,0.051606238,31.55909134,54.94935569,32.05337253,,3,32.05337253,19.05325861,0.59423092,0.02043907,0.13405453,0.051606238,,32.06372804,932.197905,0.028279132,142.1306582,0.004311672,590.8756545,4.157270938,0.017924789,6.5587391,1.577654956,,
Wheat_Alsen_F4_2023-06-30-1743_fused_output_cluster_0,26.33297934,0.79920454,1.171281523,0.017096008,0.085062615,0.065345801,52.41201474,36.03690187,32.10552005,,3,32.10552005,22.48219477,0.68233343,0.014595985,0.072623544,0.065345801,,32.94898619,1540.2999,0.043060505,309.5717107,0.008654363,402.978903,1.301730388,0.011265647,4.975583513,3.822284214,,
Wheat_Alsen_F4_2023-06-30-1743_fused_output_cluster_2,27.32440449,0.829294241,1.912931699,0.039884883,0.480705963,0.248060144,77.90507468,39.53158251,46.69926781,17.26531348,4,17.26531348,14.28404605,0.433520047,0.020850134,0.2512928,0.248060144,,32.94898619,685.0817266,0.019152092,56.84224165,0.001589077,110.1523368,1.937860535,0.00307941,12.05233479,6.21940257,,
Wheat_Alsen_F4_2023-06-30-1743_fused_output_cluster_3,29.89742366,0.907385238,2.281594445,0.052907763,0.232887018,0.084170645,18.35560044,34.89469608,29.2296634,28.59618926,4,28.59618926,13.10374143,0.397697864,0.023188943,0.102072048,0.084170645,,32.94898619,565.0857674,0.015797494,128.3773732,0.003588908,355.2001262,2.766843699,0.009929947,4.401755178,1.59089405,,
Wheat_Alsen_F4_2023-06-30-1743_fused_output_cluster_4,25.60825624,0.777209232,2.605291114,0.050155136,0.204728272,0.079183965,33.44024667,25.6848191,32.66844477,30.16256675,4,30.16256675,9.829326217,0.298319534,0.01925126,0.078581726,0.079183965,,32.94898619,510.5809321,0.014273761,125.0841227,0.003496842,323.4020454,2.585476384,0.009041003,4.081900412,1.578780776,,
Wheat_Alsen_F4_2023-06-30-1743_fused_output_cluster_5,24.83043221,0.753602313,1.716884665,0.051889907,0.13559654,0.10855302,21.46152228,23.6908011,29.70443714,,3,29.70443714,14.46249286,0.438935898,0.030223292,0.078978246,0.10855302,,32.94898619,478.5214271,0.013377508,183.1199543,0.005119287,228.740132,1.249127288,0.006394641,2.613158292,2.091987195,,
Wheat_Alsen_F5_2023-06-30-1810_fused_output_cluster_3,24.90931169,0.791743709,1.658993456,0.045319056,0.276380396,0.08285128,22.03178851,30.14911447,34.94512133,,3,34.94512133,15.01471365,0.477243419,0.0273172,0.16659523,0.08285128,,31.46133199,549.6432112,0.017650197,90.12691217,0.002894164,300.650898,3.335861517,0.009654531,6.098547016,1.828177514,,
Wheat_Alsen_F5_2023-06-30-1810_fused_output_cluster_4,25.12069705,0.798462604,1.381207537,0.027118979,0.069598988,0.055158212,47.54438691,22.18951941,38.88775721,,3,38.88775721,18.18748913,0.578090245,0.019634254,0.050389957,0.055158212,,31.46133199,926.3142541,0.029745894,360.9348043,0.011590374,455.4298625,1.261806445,0.014624808,2.566430954,2.033933939,,
Wheat_Alsen_F5_2023-06-30-1810_fused_output_cluster_5,27.50414437,0.874220595,1.488461525,0.03685312,0.214250106,0.139314638,31.26277111,26.37841937,33.10160918,,3,33.10160918,18.47823669,0.587331671,0.024759202,0.143940641,0.139314638,,31.46133199,746.3179361,0.023965835,128.3740059,0.004122359,197.4246551,1.537886536,0.00633972,5.813621933,3.780267138,,
Wheat_Alsen_F5_2023-06-30-1810_fused_output_cluster_6,24.49725955,0.778646612,1.877831615,0.0436715,0.249144391,0.098430487,31.16144086,15.77163842,23.82911782,,3,23.82911782,13.04550384,0.414651988,0.023256345,0.132676641,0.098430487,,31.46133199,560.9438589,0.018013084,98.32555109,0.00315744,248.8787801,2.531170965,0.00799202,5.704965319,2.253883834,,
Wheat_Alsen_F6_2023-06-30-1836_fused_output_cluster_2,22.99631227,0.725878179,1.754052855,0.102601994,0.262331673,0.213721479,17.1345133,32.1497042,,,2,32.1497042,13.1103873,0.413829137,0.058494243,0.14955745,0.213721479,,31.68067719,224.1312423,0.007048862,87.66121156,0.00275692,107.5994437,1.227446458,0.003383971,2.556789238,2.08301488,,
Wheat_Alsen_F6_2023-06-30-1836_fused_output_cluster_3,22.62670484,0.714211527,1.874073246,0.119866787,0.270312505,0.219052523,26.06927173,26.49718657,,,2,26.49718657,12.07354349,0.381101181,0.063960567,0.144237962,0.219052523,,31.68067719,188.7654243,0.005936618,83.70572733,0.002632521,103.2935139,1.234007722,0.003248551,2.255107629,1.827466384,,
Wheat_Alsen_F6_2023-06-30-1836_fused_output_cluster_4,27.62122551,0.871863482,1.645421303,0.018761801,0.089420708,0.065758801,23.36459939,45.56450906,36.91635527,35.49432796,4,35.49432796,16.78671929,0.529872489,0.01140243,0.054345175,0.065758801,,31.68067719,1472.205409,0.046300432,308.8907052,0.009714523,420.0384627,1.359828754,0.013210087,4.766104594,3.50493,,
Wheat_Alsen_F6_2023-06-30-1836_fused_output_cluster_5,22.99164042,0.725730712,1.96610238,0.041427753,0.082984753,0.068545071,35.84362892,25.23919622,21.66387125,34.85599379,4,34.85599379,11.69401993,0.369121527,0.021071005,0.042207747,0.068545071,,31.68067719,554.9815933,0.01745401,277.0586129,0.008713413,335.4236888,1.21065967,0.010548977,2.003119801,1.654568869,,
Wheat_Alsen_F6_2023-06-30-1836_fused_output_cluster_6,24.67162892,0.778759519,2.173324991,0.116127164,0.462420296,0.20599246,31.72178343,32.89720254,32.26519108,,3,32.26519108,11.35202007,0.358326307,0.053432949,0.212770892,0.20599246,,31.68067719,212.4535565,0.006681603,53.35325706,0.001677944,119.769573,2.244840889,0.003766718,3.982016623,1.7738525,,
Wheat_Alsen_F7_2023-06-30-1707_fused_output_cluster_1,17.51319326,0.532550389,1.411111233,0.138607459,0.320789051,0.206866289,37.78238472,30.89290448,,,2,30.89290448,12.41092329,0.377397881,0.09822575,0.227330804,0.206866289,,32.88551396,126.3510158,0.003552752,54.59411165,0.001535083,84.65948401,1.550707237,0.002380465,2.314370762,1.492461444,,
Wheat_Alsen_F7_2023-06-30-1707_fused_output_cluster_2,26.78580803,0.814516935,1.669796244,0.041319857,0.124364126,0.057714752,35.75642366,37.68113589,23.24622105,28.85041966,4,28.85041966,16.0413632,0.487794207,0.024745448,0.074478623,0.057714752,,32.88551396,648.2551064,0.018227707,215.3821117,0.006056138,464.1067855,2.154806552,0.013049805,3.009790837,1.396780066,,
Wheat_Alsen_F7_2023-06-30-1707_fused_output_cluster_3,25.90596391,0.787762172,1.730248581,0.028494601,0.124019332,0.069641199,35.44644863,31.02605567,37.97432678,,3,37.97432678,14.97239425,0.455288437,0.016468501,0.071677176,0.069641199,,32.88551396,909.1534289,0.025563675,208.8864984,0.005873493,371.9919308,1.780832814,0.010459709,4.352380052,2.444013844,,
Wheat_Alsen_F7_2023-06-30-1707_fused_output_cluster_4,26.53547918,0.806904804,2.133908479,0.049543348,0.134751555,0.070631171,27.35555115,36.58092614,31.10406992,,3,31.10406992,12.43515336,0.378134682,0.023217185,0.063147767,0.070631171,,32.88551396,535.6012495,0.015060094,196.9215067,0.00553706,375.690772,1.907819914,0.010563714,2.719871783,1.425643879,,
Wheat_Alsen_F7_2023-06-30-1707_fused_output_cluster_5,27.62471134,0.840026748,2.112106695,0.058015364,0.220322554,0.08294778,13.32758306,17.53684579,19.24500584,,3,19.24500584,13.07922152,0.397719845,0.027468008,0.104314121,0.08294778,,32.88551396,476.1619892,0.013388774,125.3830386,0.003525534,333.0373792,2.656159739,0.009364381,3.797658713,1.429755393,,
Wheat_Alsen_F8_2023-06-30-2013_fused_output_cluster_2,28.48119962,0.899503557,2.372661351,0.074433006,0.236523873,0.131499272,33.58246608,35.74153584,34.9403204,,3,34.9403204,12.00390423,0.379111649,0.031371104,0.099687161,0.131499272,,31.66324292,382.6420707,0.012053871,120.41575,0.003793299,216.5882682,1.79867059,0.006822896,3.177674603,1.76667958,,
Wheat_Alsen_F8_2023-06-30-2013_fused_output_cluster_3,27.22318412,0.859772456,1.925745202,0.061080669,0.385191334,0.105170696,45.66951091,1.314505574,40.6750379,,3,40.6750379,14.13644136,0.446462209,0.031717939,0.200021962,0.105170696,,31.66324292,445.6923075,0.01404006,70.67444596,0.002226364,258.8476187,3.662534814,0.008154137,6.306272395,1.721832751,,
Wheat_Alsen_F8_2023-06-30-2013_fused_output_cluster_4,25.24532457,0.797306979,1.765753148,0.034580209,0.106445308,0.053336483,20.2071036,37.33222514,38.02630453,,3,38.02630453,14.29719924,0.451539322,0.01958383,0.060283233,0.053336483,,31.66324292,730.0512348,0.022997846,237.1670961,0.007471164,473.3218792,1.995731646,0.014910438,3.078214671,1.542399088,,
Wheat_Alsen_F8_2023-06-30-2013_fused_output_cluster_5,24.82324323,0.783976654,1.237055094,0.029409236,0.08033061,0.062031359,39.49998327,42.7668802,32.22063299,11.37063439,3,32.22063299,20.06640072,0.633744332,0.023773586,0.06493697,0.062031359,,31.66324292,844.062839,0.026589404,309.0135045,0.009734447,400.1724845,1.294999988,0.012606109,2.731475572,2.109247566,,
Wheat_Alsen_F9_2023-06-30-2109_fused_output_cluster_0,25.26807833,0.784469222,3.533262294,0.145902944,0.349299279,0.21138346,44.11649234,39.68388089,,,2,39.68388089,7.151486708,0.222024055,0.041294116,0.098860274,0.21138346,,32.21041391,173.1841569,0.005182261,72.33933727,0.00216464,119.5366862,1.652443757,0.003576945,2.394052301,1.448795029,,
Wheat_Alsen_F9_2023-06-30-2109_fused_output_cluster_3,24.65244911,0.765356483,2.054694972,0.060807845,0.297826808,0.08586831,35.47472529,42.99351129,34.40618645,25.91009275,4,25.91009275,11.9981065,0.372491535,0.029594585,0.144949402,0.08586831,,32.21041391,405.4155994,0.012131417,82.77444626,0.002476894,287.0960098,3.468413535,0.008590892,4.897835234,1.412125511,,
Wheat_Alsen_F9_2023-06-30-2109_fused_output_cluster_4,21.74064745,0.674957097,1.075037646,0.022889738,0.097669773,0.058823572,38.93050598,58.45977043,45.71723817,,3,45.71723817,20.22314989,0.62784508,0.021292034,0.090852421,0.058823572,,32.21041391,949.7988891,0.028421222,222.5934065,0.006660754,369.5907388,1.660384935,0.011059415,4.26696776,2.569866584,,
Wheat_Alsen_F9_2023-06-30-2109_fused_output_cluster_5,26.89536093,0.834989609,2.446544322,0.035718781,0.120209211,0.055870642,29.25707331,36.10209632,26.96253874,21.61957673,3,26.96253874,10.99320404,0.341293473,0.014599687,0.049134287,0.055870642,,32.21041391,752.9753251,0.022531589,223.7379366,0.006695002,481.3862876,2.151563096,0.014404719,3.365434296,1.564181084,,
Wheat_Alsen_F9_2023-06-30-2109_fused_output_cluster_6,22.5355551,0.699635688,1.668089608,0.042817247,0.156055048,0.116040017,56.12477706,38.20884341,25.91769355,,3,25.91769355,13.50979887,0.419423324,0.025668434,0.093553156,0.116040017,,32.21041391,526.3195667,0.015749276,144.407729,0.004321172,194.2050306,1.344838201,0.005811277,3.644677264,2.71012324,,
Wheat_Teal_E0_2023-06-30-1636_fused_output_cluster_0,25.15781161,0.765658843,2.102798637,0.043565797,0.518514092,0.159336805,45.74262237,41.82889178,,,2,41.82889178,11.9639661,0.3641142,0.020718007,0.246582855,0.159336805,,32.85773008,577.467036,0.016278505,48.51905087,0.001367728,157.8907752,3.254201646,0.004450862,11.90186176,3.657382993,,
Wheat_Teal_E0_2023-06-30-1636_fused_output_cluster_3,23.37910519,0.711525268,1.845295802,0.023882923,0.166640913,0.079018778,34.41099641,30.17432275,,,2,30.17432275,12.66957046,0.385588731,0.012942598,0.0903058,0.079018778,,32.85773008,978.9046989,0.027594831,140.2963101,0.003954882,295.8677124,2.108877361,0.008340362,6.977408728,3.308589136,,
Wheat_Teal_E0_2023-06-30-1636_fused_output_cluster_4,,,,,,,48.35481144,54.07384356,30.03743501,,3,30.03743501,,,,,,,32.85773008,,,,,,,,,,,
Wheat_Teal_E0_2023-06-30-1636_fused_output_cluster_5,,,,,,,85.71905712,63.66000109,,,2,63.66000109,,,,,,,32.85773008,,,,,,,,,,,
Wheat_Teal_E0_2023-06-30-1636_fused_output_cluster_6,,,,,,,,,,,0,,,,,,,,32.85773008,,,,,,,,,,,
Wheat_Teal_E1_2023-06-30-1611_fused_output_cluster_1,,,,,,,46.08527717,62.31914027,62.46305781,,2,62.31914027,,,,,,,31.48698971,,,,,,,,,,,
Wheat_Teal_E1_2023-06-30-1611_fused_output_cluster_2,,,,,,,,,,,0,,,,,,,,31.48698971,,,,,,,,,,,
Wheat_Teal_E1_2023-06-30-1611_fused_output_cluster_6,21.37304608,0.678789756,1.157068871,0.012826931,0.318075558,0.046275485,31.13854014,74.13326766,,,2,74.13326766,18.4717147,0.586645941,0.011085711,0.274897689,0.046275485,,31.48698971,1666.263452,0.053376518,67.1948709,0.002152498,461.8654099,6.873521798,0.01479524,24.79747977,3.60768184,,
Wheat_Teal_E1_2023-06-30-1611_fused_output_cluster_7,,,,,,,36.17620298,22.43074066,,,2,22.43074066,,,,,,,31.48698971,,,,,,,,,,,
Wheat_Teal_E1_2023-06-30-1611_fused_output_cluster_8,22.23462445,0.706152752,1.57333181,0.033783296,0.380419494,0.067339988,68.13098965,,,,1,68.13098965,14.13219024,0.448826336,0.021472455,0.241792286,0.067339988,,31.48698971,658.1543912,0.021083095,58.44764736,0.001872292,330.1845611,5.649236129,0.01057702,11.2605797,1.993292445,,
Wheat_Teal_E1_2023-06-30-1611_fused_output_cluster_9,26.34640309,0.836739343,1.581017446,0.016261756,0.5205528,0.06322045,57.94410351,69.56128293,,,2,69.56128293,16.6642077,0.529241056,0.010285627,0.329251775,0.06322045,,31.48698971,1620.145014,0.051899176,50.61235498,0.001621299,416.7386187,8.233930605,0.013349664,32.01086009,3.887676692,,
Wheat_Teal_E9_2023-06-30-1245_fused_output_cluster_1,13.18187087,0.427398203,0.588244986,0.026154166,0.247275178,0.089122009,33.83108946,,,,1,33.83108946,22.40881125,0.726564973,0.04446135,0.420360876,0.089122009,,30.84212985,504.0065429,0.017179206,53.30850827,0.001817036,147.908143,2.77456916,0.005041491,9.454523477,3.407564537,,
Wheat_Teal_E9_2023-06-30-1245_fused_output_cluster_2,16.16974055,0.524274446,1.359038032,0.040696032,0.249258112,0.104441147,32.35743347,29.7283678,,,2,29.7283678,11.89793087,0.385768782,0.029944734,0.183407754,0.104441147,,30.84212985,397.3296587,0.013543094,64.87147155,0.002211163,154.8215532,2.386589198,0.005277137,6.124875068,2.566371738,,
Wheat_Teal_E9_2023-06-30-1245_fused_output_cluster_3,14.36351717,0.465710936,0.861146653,0.013434114,0.125743765,0.044384886,45.16075043,65.86026268,60.47655727,,3,60.47655727,16.67952505,0.540803282,0.015600263,0.14601899,0.044384886,,30.84212985,1069.182291,0.036443382,114.2284646,0.00389351,323.6128019,2.833031181,0.011030434,9.360033812,3.30389368,,
Wheat_Teal_E9_2023-06-30-1245_fused_output_cluster_4,13.15054097,0.426382388,0.694817413,0.018895181,0.107388332,0.064501831,30.56679143,50.66405396,,,2,50.66405396,18.926614,0.613661057,0.027194455,0.15455619,0.064501831,,30.84212985,695.9732792,0.023722447,122.4578191,0.00417401,203.8785677,1.664888115,0.006949259,5.683371502,3.413665729,,
Wheat_Teal_E9_2023-06-30-1245_fused_output_cluster_5,20.54411921,0.666105723,1.431907462,0.027067435,0.264094367,0.074992746,35.0650042,46.70572717,,,2,46.70572717,14.34737912,0.465187689,0.018903061,0.184435359,0.074992746,,30.84212985,758.9976493,0.02587065,77.79082704,0.002651522,273.9480869,3.521598847,0.009337598,9.756904228,2.770589341,,
Wheat_Teal_E8_2023-06-30-1219_fused_output_cluster_2,16.20347045,0.51430111,0.976993213,0.029025499,0.438060959,0.108432153,17.36423533,,,,1,17.36423533,16.58503891,0.526412163,0.029709008,0.448376665,0.108432153,,31.50580493,558.249499,0.017850756,36.98907681,0.001182774,149.4341857,4.039954458,0.004778353,15.09227986,3.735754949,,
Wheat_Teal_E8_2023-06-30-1219_fused_output_cluster_3,24.41123263,0.77481698,1.24277983,0.040501117,0.544349784,0.252003224,16.60816022,78.1147643,,,2,78.1147643,19.64244353,0.623454743,0.032589133,0.438009831,0.252003224,,31.50580493,602.729868,0.019273073,44.84475489,0.00143397,96.8687316,2.160090558,0.003097504,13.44036486,6.222130279,,
Wheat_Teal_E8_2023-06-30-1219_fused_output_cluster_4,20.70951445,0.657323769,1.5020114,0.0194636,0.115431745,0.059188701,32.59886659,50.32536627,,,2,50.32536627,13.78785437,0.437629015,0.012958357,0.076851444,0.059188701,,31.50580493,1064.012513,0.034023187,179.4091769,0.005736842,349.8896622,1.950232804,0.011188178,5.93064709,3.040994428,,
Wheat_Teal_E8_2023-06-30-1219_fused_output_cluster_5,20.61787259,0.65441504,1.609330298,0.041266347,0.246649502,0.147646286,34.67059132,44.85320762,,,2,44.85320762,12.81146115,0.406638116,0.025641938,0.1532622,0.147646286,,31.50580493,499.6292142,0.015976296,83.59178676,0.002672956,139.6436928,1.670543222,0.004465289,5.977013216,3.577886006,,
Wheat_Teal_E8_2023-06-30-1219_fused_output_cluster_6,15.29404786,0.485435871,0.765654066,0.031896877,0.419557958,0.098408579,36.04135073,83.78354514,,,2,83.78354514,19.97514092,0.634014619,0.041659646,0.547973264,0.098408579,,31.50580493,479.4841755,0.015332132,36.45276554,0.001165625,155.4137665,4.263428693,0.004969558,13.15357473,3.085210443,,
